E_number,Additive_name,Country,Status,Ban_or_Restriction_Date,Reason,Regulatory_authority,Category,Banned_In_Countries,Additive_Name,Ban_Date,Region,E_Number,INS_Code,Functional_Class,India_Status,EU_Status,US_Status,Canada_Status,Japan_Status,Australia_Status,Ban_Reason,Scientific_Concern,Risk_Level
FSSAI Prohibited,Synthetic Additive SA-767,India,Banned in India,2015-02-07,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-768,India,Banned in India,2007-12-17,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-769,India,Banned in India,2007-03-22,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-770,India,Banned in India,2006-11-22,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-771,India,Banned in India,2023-11-23,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-772,India,Banned in India,2000-04-08,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-773,India,Banned in India,2008-10-08,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-774,India,Banned in India,2008-12-22,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-775,India,Banned in India,2004-02-15,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-776,India,Banned in India,2015-04-19,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-777,India,Banned in India,2006-12-28,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-778,India,Banned in India,2005-09-14,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-779,India,Banned in India,2018-07-08,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-780,India,Banned in India,2002-12-27,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-781,India,Banned in India,2010-11-10,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-782,India,Banned in India,2010-08-09,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-783,India,Banned in India,2017-12-19,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-784,India,Banned in India,2001-06-01,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-785,India,Banned in India,2021-03-22,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-786,India,Banned in India,2015-11-27,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-787,India,Banned in India,2005-11-27,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-788,India,Banned in India,2004-10-01,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-789,India,Banned in India,2003-07-01,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-790,India,Banned in India,2016-09-04,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-791,India,Banned in India,2017-08-09,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-792,India,Banned in India,2001-12-21,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-793,India,Banned in India,2010-09-13,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-794,India,Banned in India,2010-11-05,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-795,India,Banned in India,2019-03-05,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-796,India,Banned in India,2005-01-19,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-797,India,Banned in India,2007-04-08,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-798,India,Banned in India,2002-12-07,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-799,India,Banned in India,2002-05-27,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-800,India,Banned in India,2011-02-27,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-801,India,Banned in India,2013-10-20,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-802,India,Banned in India,2016-10-26,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-803,India,Banned in India,2010-05-11,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-804,India,Banned in India,2005-04-25,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-805,India,Banned in India,2007-02-10,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-806,India,Banned in India,2014-09-11,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-807,India,Banned in India,2008-09-30,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-808,India,Banned in India,2012-03-18,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-809,India,Banned in India,2017-02-22,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-810,India,Banned in India,2011-11-03,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-811,India,Banned in India,2003-01-17,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-812,India,Banned in India,2009-02-25,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-813,India,Banned in India,2003-07-09,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-814,India,Banned in India,2011-02-18,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-815,India,Banned in India,2021-10-18,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-816,India,Banned in India,2004-08-02,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-817,India,Banned in India,2009-02-09,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-818,India,Banned in India,2021-10-10,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-819,India,Banned in India,2008-06-23,Linked to hyperactivity in children,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Linked to hyperactivity in children,,Medium
FSSAI Prohibited,Synthetic Additive SA-820,India,Banned in India,2007-09-23,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-821,India,Banned in India,2005-06-09,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-822,India,Banned in India,2008-03-12,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-823,India,Banned in India,2011-01-13,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-824,India,Banned in India,2019-10-24,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-825,India,Banned in India,2011-04-16,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-826,India,Banned in India,2022-07-01,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-827,India,Banned in India,2008-06-27,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-828,India,Banned in India,2023-07-01,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-829,India,Banned in India,2013-04-20,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-830,India,Banned in India,2022-02-14,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-831,India,Banned in India,2004-04-10,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-832,India,Banned in India,2006-07-12,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-833,India,Banned in India,2005-04-06,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-834,India,Banned in India,2021-10-07,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-835,India,Banned in India,2023-03-23,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-836,India,Banned in India,2005-11-23,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-837,India,Banned in India,2007-12-25,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-838,India,Banned in India,2012-06-22,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-839,India,Banned in India,2011-05-14,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-840,India,Banned in India,2001-06-06,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-841,India,Banned in India,2006-03-22,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-842,India,Banned in India,2004-03-13,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-843,India,Banned in India,2020-12-27,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-844,India,Banned in India,2020-03-11,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-845,India,Banned in India,2007-12-21,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-846,India,Banned in India,2020-03-07,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-847,India,Banned in India,2004-07-27,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-848,India,Banned in India,2001-08-19,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-849,India,Banned in India,2015-08-07,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-850,India,Banned in India,2005-05-23,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-851,India,Banned in India,2001-05-07,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-852,India,Banned in India,2012-01-06,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-853,India,Banned in India,2012-04-03,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-854,India,Banned in India,2017-01-22,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-855,India,Banned in India,2024-01-25,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-856,India,Banned in India,2005-09-03,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-857,India,Banned in India,2011-01-16,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-858,India,Banned in India,2020-11-26,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-859,India,Banned in India,2013-01-30,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-860,India,Banned in India,2001-10-29,Banned due to unsafe consumption levels,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Banned due to unsafe consumption levels,,Low
FSSAI Prohibited,Synthetic Additive SA-861,India,Banned in India,2018-08-26,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-862,India,Banned in India,2006-02-22,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-863,India,Banned in India,2003-06-04,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-864,India,Banned in India,2013-07-23,Bioaccumulation risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Bioaccumulation risk,,Low
FSSAI Prohibited,Synthetic Additive SA-865,India,Banned in India,2007-11-05,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-866,India,Banned in India,2014-08-27,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-867,India,Banned in India,2010-09-20,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-868,India,Banned in India,2021-08-08,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-869,India,Banned in India,2003-09-23,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-870,India,Banned in India,2002-12-06,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-871,India,Banned in India,2004-07-10,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-872,India,Banned in India,2005-04-19,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-873,India,Banned in India,2007-07-19,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-874,India,Banned in India,2013-01-03,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-875,India,Banned in India,2010-11-25,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-876,India,Banned in India,2014-09-02,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-877,India,Banned in India,2019-02-08,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-878,India,Banned in India,2017-03-07,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-879,India,Banned in India,2008-10-10,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-880,India,Banned in India,2009-01-29,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-881,India,Banned in India,2017-11-27,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-882,India,Banned in India,2020-09-06,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-883,India,Banned in India,2013-03-14,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-884,India,Banned in India,2006-12-30,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-885,India,Banned in India,2006-07-01,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-886,India,Banned in India,2001-11-27,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-887,India,Banned in India,2020-05-09,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-888,India,Banned in India,2013-11-27,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-889,India,Banned in India,2015-02-23,Mutagenic effects,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Mutagenic effects,,High
FSSAI Prohibited,Synthetic Additive SA-890,India,Banned in India,2012-08-12,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-891,India,Banned in India,2002-10-09,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-892,India,Banned in India,2023-12-08,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-893,India,Banned in India,2005-11-05,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-894,India,Banned in India,2006-12-25,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-895,India,Banned in India,2004-04-12,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-896,India,Banned in India,2006-07-24,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-897,India,Banned in India,2021-12-06,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-898,India,Banned in India,2018-04-09,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-899,India,Banned in India,2016-03-17,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-900,India,Banned in India,2013-09-12,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-901,India,Banned in India,2009-12-30,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-902,India,Banned in India,2005-10-24,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-903,India,Banned in India,2016-11-20,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-904,India,Banned in India,2009-12-27,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-905,India,Banned in India,2010-10-13,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-906,India,Banned in India,2000-08-07,Endocrine disruption,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Endocrine disruption,,High
FSSAI Prohibited,Synthetic Additive SA-907,India,Banned in India,2008-06-18,Reproductive toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Reproductive toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-908,India,Banned in India,2015-09-20,Liver toxicity,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Liver toxicity,,High
FSSAI Prohibited,Synthetic Additive SA-909,India,Banned in India,2003-02-26,Environmental persistence,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Environmental persistence,,Low
FSSAI Prohibited,Synthetic Additive SA-910,India,Banned in India,2018-05-07,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-911,India,Banned in India,2002-07-03,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
FSSAI Prohibited,Synthetic Additive SA-912,India,Banned in India,2021-04-08,Allergic reactions risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Allergic reactions risk,,Low
FSSAI Prohibited,Synthetic Additive SA-913,India,Banned in India,2012-01-22,Neurotoxicity concerns,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Neurotoxicity concerns,,High
FSSAI Prohibited,Synthetic Additive SA-914,India,Banned in India,2002-02-22,Carcinogenic potential,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Carcinogenic potential,,High
FSSAI Prohibited,Synthetic Additive SA-915,India,Banned in India,2016-02-22,Kidney damage risk,FSSAI Prohibited,,,,,,,,,Banned in India,,,,,,Kidney damage risk,,Low
