Product_Name,Brand,Category,Country_of_Origin,Sold_In_India,Banned_In,Reason,Key_Additives,Risk_Level,Barcode
Kellogg’s Global Variant 82,Kellogg’s,Chips,South Korea,Yes,EU,Titanium dioxide ban,E171,High,8.90177E+12
Kellogg’s Global Variant 83,Kellogg’s,Instant Noodles,South Korea,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90727E+12
Unilever Global Variant 84,Unilever,Snack,Germany,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90355E+12
Mondelez Global Variant 85,Mondelez,Dairy Drink,South Korea,Yes,EU,Titanium dioxide ban,E171,High,8.90073E+12
Red Bull Global Variant 86,Red Bull,Juice,UK,Yes,Norway,Nitrite health concerns,E250,High,8.90659E+12
Ferrero Global Variant 87,Ferrero,Biscuits,Japan,Yes,None,None,E211,Moderate,8.90494E+12
Ferrero Global Variant 88,Ferrero,Breakfast Cereal,Germany,Yes,EU,Artificial color restrictions,E110,Moderate,8.9014E+12
PepsiCo Global Variant 89,PepsiCo,Instant Noodles,USA,Yes,Norway,Nitrite health concerns,E250,High,8.9019E+12
Coca-Cola Global Variant 90,Coca-Cola,Dessert,Italy,Yes,Norway,Nitrite health concerns,E250,High,8.90507E+12
Mondelez Global Variant 91,Mondelez,Breakfast Cereal,South Korea,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90416E+12
Nissin Global Variant 92,Nissin,Beverage,Switzerland,Yes,None,None,E621,Moderate,8.9019E+12
Kellogg’s Global Variant 93,Kellogg’s,Energy Drink,Germany,Yes,None,None,E211,Moderate,8.90826E+12
Kellogg’s Global Variant 94,Kellogg’s,Energy Drink,Japan,Yes,Norway,Nitrite health concerns,E250,High,8.90961E+12
PepsiCo Global Variant 95,PepsiCo,Breakfast Cereal,Germany,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90091E+12
Kellogg’s Global Variant 96,Kellogg’s,Chips,UK,Yes,None,None,E211,Moderate,8.90077E+12
Ferrero Global Variant 97,Ferrero,Breakfast Cereal,Germany,Yes,Norway,Nitrite health concerns,E250,High,8.90268E+12
Kellogg’s Global Variant 98,Kellogg’s,Dessert,UK,Yes,EU,Titanium dioxide ban,E171,High,8.90198E+12
Mondelez Global Variant 99,Mondelez,Dessert,South Korea,Yes,EU,Artificial dye concerns,E129,Moderate,8.90706E+12
Coca-Cola Global Variant 100,Coca-Cola,Dairy Drink,Germany,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90326E+12
Unilever Global Variant 101,Unilever,Biscuits,Switzerland,Yes,Norway,Nitrite health concerns,E250,High,8.9087E+12
Nissin Global Variant 102,Nissin,Energy Drink,UK,Yes,EU,Artificial dye concerns,E129,Moderate,8.90735E+12
Kellogg’s Global Variant 103,Kellogg’s,Dessert,Germany,Yes,None,None,E621,Moderate,8.90394E+12
Nissin Global Variant 104,Nissin,Chocolate,UK,Yes,None,None,E621,Moderate,8.90626E+12
Red Bull Global Variant 105,Red Bull,Breakfast Cereal,South Korea,Yes,EU,Titanium dioxide ban,E171,High,8.90467E+12
Coca-Cola Global Variant 106,Coca-Cola,Instant Noodles,Japan,Yes,EU,Artificial dye concerns,E129,Moderate,8.90039E+12
PepsiCo Global Variant 107,PepsiCo,Candy,Switzerland,Yes,None,None,E621,Moderate,8.90462E+12
Mondelez Global Variant 108,Mondelez,Dessert,Japan,Yes,Norway,Nitrite health concerns,E250,High,8.9081E+12
Nissin Global Variant 109,Nissin,Dairy Drink,UK,Yes,None,None,E211,Moderate,8.90551E+12
Ferrero Global Variant 110,Ferrero,Biscuits,Italy,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90923E+12
PepsiCo Global Variant 111,PepsiCo,Biscuits,Switzerland,Yes,None,None,E211,Moderate,8.90047E+12
Red Bull Global Variant 112,Red Bull,Dessert,USA,Yes,Norway,Nitrite health concerns,E250,High,8.90843E+12
Kellogg’s Global Variant 113,Kellogg’s,Breakfast Cereal,Germany,Yes,None,None,E211,Moderate,8.90774E+12
Coca-Cola Global Variant 114,Coca-Cola,Dessert,UK,Yes,EU,Artificial dye concerns,E129,Moderate,8.90425E+12
Mondelez Global Variant 115,Mondelez,Candy,Germany,Yes,None,None,E621,Moderate,8.90703E+12
Unilever Global Variant 116,Unilever,Dessert,USA,Yes,EU,Titanium dioxide ban,E171,High,8.90121E+12
Red Bull Global Variant 117,Red Bull,Snack,South Korea,Yes,EU,Artificial dye concerns,E129,Moderate,8.90803E+12
Nissin Global Variant 118,Nissin,Juice,Switzerland,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90306E+12
Coca-Cola Global Variant 119,Coca-Cola,Chocolate,UK,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90788E+12
PepsiCo Global Variant 120,PepsiCo,Candy,Germany,Yes,EU,Artificial dye concerns,E129,Moderate,8.90771E+12
Unilever Global Variant 121,Unilever,Instant Noodles,Italy,Yes,Norway,Nitrite health concerns,E250,High,8.9019E+12
Mondelez Global Variant 122,Mondelez,Breakfast Cereal,Germany,Yes,None,None,E621,Moderate,8.9003E+12
Nissin Global Variant 123,Nissin,Dairy Drink,Japan,Yes,EU,Titanium dioxide ban,E171,High,8.90173E+12
Mondelez Global Variant 124,Mondelez,Instant Noodles,Italy,Yes,EU,Artificial dye concerns,E129,Moderate,8.90647E+12
Mondelez Global Variant 125,Mondelez,Candy,Switzerland,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90046E+12
Ferrero Global Variant 126,Ferrero,Instant Noodles,USA,Yes,EU,Artificial color restrictions,E110,Moderate,8.90689E+12
Red Bull Global Variant 127,Red Bull,Dessert,UK,Yes,EU,Artificial color restrictions,E110,Moderate,8.9062E+12
Red Bull Global Variant 128,Red Bull,Candy,UK,Yes,EU,Artificial dye concerns,E129,Moderate,8.90973E+12
Mondelez Global Variant 129,Mondelez,Breakfast Cereal,Italy,Yes,EU,Artificial color restrictions,E110,Moderate,8.90286E+12
PepsiCo Global Variant 130,PepsiCo,Juice,Germany,Yes,Norway,Nitrite health concerns,E250,High,8.9092E+12
Nissin Global Variant 131,Nissin,Instant Noodles,Germany,Yes,None,None,E211,Moderate,8.90594E+12
Unilever Global Variant 132,Unilever,Instant Noodles,Switzerland,Yes,EU,Artificial dye concerns,E129,Moderate,8.90218E+12
PepsiCo Global Variant 133,PepsiCo,Chocolate,Japan,Yes,None,None,E211,Moderate,8.90003E+12
Coca-Cola Global Variant 134,Coca-Cola,Biscuits,UK,Yes,EU,Titanium dioxide ban,E171,High,8.90094E+12
Mondelez Global Variant 135,Mondelez,Chips,USA,Yes,None,None,E211,Moderate,8.90773E+12
Ferrero Global Variant 136,Ferrero,Chocolate,Switzerland,Yes,Norway,Nitrite health concerns,E250,High,8.90786E+12
PepsiCo Global Variant 137,PepsiCo,Biscuits,Italy,Yes,EU,Titanium dioxide ban,E171,High,8.9037E+12
PepsiCo Global Variant 138,PepsiCo,Breakfast Cereal,Japan,Yes,EU,Titanium dioxide ban,E171,High,8.90731E+12
Red Bull Global Variant 139,Red Bull,Breakfast Cereal,Italy,Yes,EU,Artificial color restrictions,E110,Moderate,8.90084E+12
Unilever Global Variant 140,Unilever,Dairy Drink,Germany,Yes,EU,Artificial dye concerns,E129,Moderate,8.90607E+12
Kellogg’s Global Variant 141,Kellogg’s,Snack,Japan,Yes,Austria,Artificial color restrictions,E102,Moderate,8.9044E+12
Ferrero Global Variant 142,Ferrero,Energy Drink,UK,Yes,Norway,Nitrite health concerns,E250,High,8.90736E+12
Ferrero Global Variant 143,Ferrero,Snack,Germany,Yes,EU,Artificial dye concerns,E129,Moderate,8.9015E+12
Kellogg’s Global Variant 144,Kellogg’s,Beverage,UK,Yes,EU,Titanium dioxide ban,E171,High,8.90447E+12
PepsiCo Global Variant 145,PepsiCo,Snack,Switzerland,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90198E+12
PepsiCo Global Variant 146,PepsiCo,Snack,Germany,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90569E+12
Unilever Global Variant 147,Unilever,Energy Drink,Italy,Yes,EU,Artificial color restrictions,E110,Moderate,8.90077E+12
Kellogg’s Global Variant 148,Kellogg’s,Dairy Drink,UK,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90554E+12
Kellogg’s Global Variant 149,Kellogg’s,Snack,Italy,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90884E+12
Kellogg’s Global Variant 150,Kellogg’s,Chocolate,Germany,Yes,Norway,Nitrite health concerns,E250,High,8.9095E+12
Red Bull Global Variant 151,Red Bull,Candy,UK,Yes,EU,Artificial color restrictions,E110,Moderate,8.90145E+12
Unilever Global Variant 152,Unilever,Chocolate,Switzerland,Yes,EU,Artificial dye concerns,E129,Moderate,8.9017E+12
Coca-Cola Global Variant 153,Coca-Cola,Chocolate,Switzerland,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90425E+12
Kellogg’s Global Variant 154,Kellogg’s,Dessert,Switzerland,Yes,EU,Artificial color restrictions,E110,Moderate,8.90559E+12
Mondelez Global Variant 155,Mondelez,Energy Drink,South Korea,Yes,None,None,E211,Moderate,8.90064E+12
Nissin Global Variant 156,Nissin,Juice,Germany,Yes,None,None,E211,Moderate,8.90943E+12
Kellogg’s Global Variant 157,Kellogg’s,Chips,UK,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90984E+12
Kellogg’s Global Variant 158,Kellogg’s,Dairy Drink,Japan,Yes,Norway,Nitrite health concerns,E250,High,8.90905E+12
Unilever Global Variant 159,Unilever,Beverage,UK,Yes,Norway,Nitrite health concerns,E250,High,8.90034E+12
Ferrero Global Variant 160,Ferrero,Biscuits,Japan,Yes,EU,Artificial dye concerns,E129,Moderate,8.90409E+12
Nissin Global Variant 161,Nissin,Beverage,South Korea,Yes,EU,Titanium dioxide ban,E171,High,8.90355E+12
Ferrero Global Variant 162,Ferrero,Chips,USA,Yes,None,None,E621,Moderate,8.90995E+12
Mondelez Global Variant 163,Mondelez,Snack,USA,Yes,None,None,E621,Moderate,8.90103E+12
Ferrero Global Variant 164,Ferrero,Candy,UK,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90209E+12
PepsiCo Global Variant 165,PepsiCo,Instant Noodles,USA,Yes,Norway,Nitrite health concerns,E250,High,8.90628E+12
PepsiCo Global Variant 166,PepsiCo,Instant Noodles,USA,Yes,Austria,Artificial color restrictions,E102,Moderate,8.9085E+12
PepsiCo Global Variant 167,PepsiCo,Biscuits,Italy,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90673E+12
Nissin Global Variant 168,Nissin,Chips,Germany,Yes,None,None,E621,Moderate,8.90347E+12
Unilever Global Variant 169,Unilever,Dairy Drink,Germany,Yes,None,None,E211,Moderate,8.90338E+12
Red Bull Global Variant 170,Red Bull,Beverage,UK,Yes,None,None,E211,Moderate,8.9038E+12
Nissin Global Variant 171,Nissin,Juice,South Korea,Yes,EU,Artificial dye concerns,E129,Moderate,8.90296E+12
PepsiCo Global Variant 172,PepsiCo,Candy,Germany,Yes,Norway,Nitrite health concerns,E250,High,8.90745E+12
Kellogg’s Global Variant 173,Kellogg’s,Candy,USA,Yes,None,None,E211,Moderate,8.90356E+12
Kellogg’s Global Variant 174,Kellogg’s,Breakfast Cereal,South Korea,Yes,EU,Artificial color restrictions,E110,Moderate,8.90272E+12
Red Bull Global Variant 175,Red Bull,Chips,USA,Yes,EU,Artificial color restrictions,E110,Moderate,8.90977E+12
Ferrero Global Variant 176,Ferrero,Chocolate,Japan,Yes,None,None,E621,Moderate,8.90067E+12
Mondelez Global Variant 177,Mondelez,Dairy Drink,Italy,Yes,None,None,E621,Moderate,8.90923E+12
Red Bull Global Variant 178,Red Bull,Dairy Drink,Switzerland,Yes,EU,Artificial color restrictions,E110,Moderate,8.90823E+12
PepsiCo Global Variant 179,PepsiCo,Chocolate,South Korea,Yes,EU,Artificial color restrictions,E110,Moderate,8.9089E+12
Kellogg’s Global Variant 180,Kellogg’s,Chips,USA,Yes,None,None,E211,Moderate,8.90728E+12
Red Bull Global Variant 181,Red Bull,Chocolate,Italy,Yes,None,None,E621,Moderate,8.90828E+12
Unilever Global Variant 182,Unilever,Biscuits,Japan,Yes,EU,Artificial dye concerns,E129,Moderate,8.9035E+12
Red Bull Global Variant 183,Red Bull,Beverage,Japan,Yes,EU,Titanium dioxide ban,E171,High,8.9095E+12
Ferrero Global Variant 184,Ferrero,Breakfast Cereal,Japan,Yes,EU,Titanium dioxide ban,E171,High,8.90014E+12
Unilever Global Variant 185,Unilever,Beverage,Italy,Yes,None,None,E621,Moderate,8.90721E+12
Mondelez Global Variant 186,Mondelez,Beverage,South Korea,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90721E+12
Ferrero Global Variant 187,Ferrero,Candy,Germany,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90886E+12
Kellogg’s Global Variant 188,Kellogg’s,Chips,UK,Yes,None,None,E621,Moderate,8.90298E+12
Coca-Cola Global Variant 189,Coca-Cola,Snack,Italy,Yes,EU,Artificial dye concerns,E129,Moderate,8.90052E+12
Kellogg’s Global Variant 190,Kellogg’s,Beverage,South Korea,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90962E+12
Nissin Global Variant 191,Nissin,Snack,Germany,Yes,None,None,E621,Moderate,8.90871E+12
Kellogg’s Global Variant 192,Kellogg’s,Juice,Japan,Yes,EU,Artificial color restrictions,E110,Moderate,8.90684E+12
Mondelez Global Variant 193,Mondelez,Candy,Germany,Yes,Norway,Nitrite health concerns,E250,High,8.90118E+12
Unilever Global Variant 194,Unilever,Energy Drink,South Korea,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90238E+12
PepsiCo Global Variant 195,PepsiCo,Snack,Japan,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90132E+12
Mondelez Global Variant 196,Mondelez,Energy Drink,UK,Yes,None,None,E621,Moderate,8.9032E+12
Red Bull Global Variant 197,Red Bull,Chocolate,UK,Yes,Austria,Artificial color restrictions,E102,Moderate,8.9008E+12
Nissin Global Variant 198,Nissin,Chocolate,Germany,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90232E+12
Unilever Global Variant 199,Unilever,Snack,Japan,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90541E+12
Unilever Global Variant 200,Unilever,Beverage,Japan,Yes,None,None,E211,Moderate,8.90992E+12
Coca-Cola Global Variant 201,Coca-Cola,Beverage,Switzerland,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90315E+12
Coca-Cola Global Variant 202,Coca-Cola,Breakfast Cereal,South Korea,Yes,EU,Artificial color restrictions,E110,Moderate,8.90009E+12
PepsiCo Global Variant 203,PepsiCo,Chips,UK,Yes,EU,Artificial dye concerns,E129,Moderate,8.90186E+12
Kellogg’s Global Variant 204,Kellogg’s,Instant Noodles,Germany,Yes,None,None,E621,Moderate,8.90119E+12
Unilever Global Variant 205,Unilever,Dairy Drink,USA,Yes,EU,Titanium dioxide ban,E171,High,8.9021E+12
Kellogg’s Global Variant 206,Kellogg’s,Beverage,Japan,Yes,None,None,E621,Moderate,8.90279E+12
Red Bull Global Variant 207,Red Bull,Dessert,Switzerland,Yes,Norway,Nitrite health concerns,E250,High,8.90782E+12
Coca-Cola Global Variant 208,Coca-Cola,Chocolate,Italy,Yes,EU,Titanium dioxide ban,E171,High,8.90531E+12
Unilever Global Variant 209,Unilever,Biscuits,South Korea,Yes,None,None,E621,Moderate,8.90395E+12
Red Bull Global Variant 210,Red Bull,Candy,Italy,Yes,EU,Titanium dioxide ban,E171,High,8.90904E+12
Unilever Global Variant 211,Unilever,Chocolate,Germany,Yes,Norway,Nitrite health concerns,E250,High,8.90026E+12
Kellogg’s Global Variant 212,Kellogg’s,Dessert,Japan,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90688E+12
Unilever Global Variant 213,Unilever,Instant Noodles,South Korea,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90135E+12
PepsiCo Global Variant 214,PepsiCo,Breakfast Cereal,Germany,Yes,Norway,Nitrite health concerns,E250,High,8.90875E+12
Coca-Cola Global Variant 215,Coca-Cola,Candy,Italy,Yes,None,None,E621,Moderate,8.90524E+12
Nissin Global Variant 216,Nissin,Breakfast Cereal,South Korea,Yes,None,None,E211,Moderate,8.90142E+12
Mondelez Global Variant 217,Mondelez,Instant Noodles,Switzerland,Yes,Norway,Nitrite health concerns,E250,High,8.9028E+12
Red Bull Global Variant 218,Red Bull,Dessert,UK,Yes,EU,Artificial color restrictions,E110,Moderate,8.90461E+12
Unilever Global Variant 219,Unilever,Beverage,Switzerland,Yes,None,None,E211,Moderate,8.90852E+12
Ferrero Global Variant 220,Ferrero,Beverage,USA,Yes,EU,Titanium dioxide ban,E171,High,8.90442E+12
Coca-Cola Global Variant 221,Coca-Cola,Juice,UK,Yes,Norway,Nitrite health concerns,E250,High,8.90109E+12
Coca-Cola Global Variant 222,Coca-Cola,Biscuits,Switzerland,Yes,None,None,E621,Moderate,8.90971E+12
Coca-Cola Global Variant 223,Coca-Cola,Dairy Drink,South Korea,Yes,None,None,E621,Moderate,8.90107E+12
Nissin Global Variant 224,Nissin,Beverage,Germany,Yes,EU,Artificial dye concerns,E129,Moderate,8.90499E+12
Red Bull Global Variant 225,Red Bull,Snack,Japan,Yes,EU,Titanium dioxide ban,E171,High,8.90784E+12
Nissin Global Variant 226,Nissin,Snack,Italy,Yes,EU,Titanium dioxide ban,E171,High,8.90141E+12
Coca-Cola Global Variant 227,Coca-Cola,Chocolate,Italy,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90916E+12
PepsiCo Global Variant 228,PepsiCo,Juice,Italy,Yes,EU,Artificial dye concerns,E129,Moderate,8.9022E+12
Unilever Global Variant 229,Unilever,Beverage,USA,Yes,EU,Titanium dioxide ban,E171,High,8.90142E+12
PepsiCo Global Variant 230,PepsiCo,Dairy Drink,South Korea,Yes,Austria,Artificial color restrictions,E102,Moderate,8.908E+12
Red Bull Global Variant 231,Red Bull,Juice,USA,Yes,EU,Artificial color restrictions,E110,Moderate,8.90441E+12
Red Bull Global Variant 232,Red Bull,Dairy Drink,Italy,Yes,EU,Titanium dioxide ban,E171,High,8.90306E+12
Red Bull Global Variant 233,Red Bull,Instant Noodles,Germany,Yes,None,None,E621,Moderate,8.90482E+12
Red Bull Global Variant 234,Red Bull,Instant Noodles,Japan,Yes,EU,Artificial color restrictions,E110,Moderate,8.90461E+12
Unilever Global Variant 235,Unilever,Instant Noodles,UK,Yes,Norway,Nitrite health concerns,E250,High,8.90144E+12
Kellogg’s Global Variant 236,Kellogg’s,Candy,UK,Yes,Norway,Nitrite health concerns,E250,High,8.90551E+12
Unilever Global Variant 237,Unilever,Snack,UK,Yes,EU,Titanium dioxide ban,E171,High,8.90742E+12
PepsiCo Global Variant 238,PepsiCo,Instant Noodles,Germany,Yes,EU,Titanium dioxide ban,E171,High,8.90322E+12
Mondelez Global Variant 239,Mondelez,Energy Drink,Switzerland,Yes,EU,Artificial color restrictions,E110,Moderate,8.90235E+12
Ferrero Global Variant 240,Ferrero,Juice,Germany,Yes,None,None,E211,Moderate,8.90725E+12
Unilever Global Variant 241,Unilever,Beverage,UK,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90913E+12
Unilever Global Variant 242,Unilever,Chocolate,South Korea,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90839E+12
Nissin Global Variant 243,Nissin,Instant Noodles,USA,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90837E+12
Kellogg’s Global Variant 244,Kellogg’s,Dairy Drink,UK,Yes,None,None,E621,Moderate,8.90516E+12
Coca-Cola Global Variant 245,Coca-Cola,Candy,Switzerland,Yes,Norway,Nitrite health concerns,E250,High,8.90671E+12
Kellogg’s Global Variant 246,Kellogg’s,Biscuits,Italy,Yes,EU,Titanium dioxide ban,E171,High,8.90432E+12
Nissin Global Variant 247,Nissin,Juice,Switzerland,Yes,None,None,E211,Moderate,8.9063E+12
Ferrero Global Variant 248,Ferrero,Candy,Italy,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90779E+12
PepsiCo Global Variant 249,PepsiCo,Dessert,Germany,Yes,Norway,Nitrite health concerns,E250,High,8.90957E+12
Kellogg’s Global Variant 250,Kellogg’s,Dessert,Italy,Yes,EU,Artificial dye concerns,E129,Moderate,8.90239E+12
Nissin Global Variant 251,Nissin,Dessert,USA,Yes,None,None,E211,Moderate,8.90165E+12
Ferrero Global Variant 252,Ferrero,Energy Drink,UK,Yes,EU,Artificial dye concerns,E129,Moderate,8.90559E+12
PepsiCo Global Variant 253,PepsiCo,Beverage,UK,Yes,EU,Titanium dioxide ban,E171,High,8.90593E+12
Coca-Cola Global Variant 254,Coca-Cola,Snack,Switzerland,Yes,Norway,Nitrite health concerns,E250,High,8.90085E+12
Ferrero Global Variant 255,Ferrero,Chips,Italy,Yes,None,None,E211,Moderate,8.9065E+12
Coca-Cola Global Variant 256,Coca-Cola,Dairy Drink,Japan,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90297E+12
Mondelez Global Variant 257,Mondelez,Instant Noodles,Switzerland,Yes,EU,Artificial dye concerns,E129,Moderate,8.90867E+12
Red Bull Global Variant 258,Red Bull,Snack,Japan,Yes,None,None,E211,Moderate,8.90126E+12
Coca-Cola Global Variant 259,Coca-Cola,Breakfast Cereal,Germany,Yes,EU,Titanium dioxide ban,E171,High,8.90783E+12
Coca-Cola Global Variant 260,Coca-Cola,Biscuits,UK,Yes,None,None,E211,Moderate,8.90784E+12
Coca-Cola Global Variant 261,Coca-Cola,Breakfast Cereal,Switzerland,Yes,None,None,E211,Moderate,8.90917E+12
Unilever Global Variant 262,Unilever,Biscuits,USA,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90985E+12
Kellogg’s Global Variant 263,Kellogg’s,Snack,USA,Yes,None,None,E211,Moderate,8.90386E+12
Mondelez Global Variant 264,Mondelez,Dairy Drink,Germany,Yes,None,None,E211,Moderate,8.903E+12
Coca-Cola Global Variant 265,Coca-Cola,Chocolate,Japan,Yes,EU,Titanium dioxide ban,E171,High,8.9086E+12
Ferrero Global Variant 266,Ferrero,Chips,Germany,Yes,None,None,E211,Moderate,8.90005E+12
Coca-Cola Global Variant 267,Coca-Cola,Chips,Japan,Yes,EU,Artificial color restrictions,E110,Moderate,8.90414E+12
Unilever Global Variant 268,Unilever,Snack,Italy,Yes,EU,Artificial color restrictions,E110,Moderate,8.90474E+12
Nissin Global Variant 269,Nissin,Instant Noodles,Japan,Yes,EU,Titanium dioxide ban,E171,High,8.90353E+12
Unilever Global Variant 270,Unilever,Breakfast Cereal,Germany,Yes,None,None,E211,Moderate,8.90642E+12
Kellogg’s Global Variant 271,Kellogg’s,Snack,Germany,Yes,EU,Artificial color restrictions,E110,Moderate,8.90094E+12
Kellogg’s Global Variant 272,Kellogg’s,Dessert,Italy,Yes,EU,Artificial color restrictions,E110,Moderate,8.90194E+12
PepsiCo Global Variant 273,PepsiCo,Chips,Germany,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90725E+12
Kellogg’s Global Variant 274,Kellogg’s,Dessert,Japan,Yes,EU,Artificial dye concerns,E129,Moderate,8.90276E+12
PepsiCo Global Variant 275,PepsiCo,Biscuits,UK,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90924E+12
Red Bull Global Variant 276,Red Bull,Snack,USA,Yes,Norway,Nitrite health concerns,E250,High,8.9026E+12
Ferrero Global Variant 277,Ferrero,Breakfast Cereal,Japan,Yes,None,None,E211,Moderate,8.90702E+12
Kellogg’s Global Variant 278,Kellogg’s,Chocolate,USA,Yes,EU,Artificial color restrictions,E110,Moderate,8.90562E+12
Nissin Global Variant 279,Nissin,Dairy Drink,Japan,Yes,None,None,E211,Moderate,8.90309E+12
Kellogg’s Global Variant 280,Kellogg’s,Instant Noodles,UK,Yes,None,None,E621,Moderate,8.90123E+12
Mondelez Global Variant 281,Mondelez,Breakfast Cereal,Germany,Yes,EU,Titanium dioxide ban,E171,High,8.9014E+12
Nissin Global Variant 282,Nissin,Dairy Drink,Japan,Yes,Norway,Nitrite health concerns,E250,High,8.9076E+12
Coca-Cola Global Variant 283,Coca-Cola,Chips,Switzerland,Yes,None,None,E211,Moderate,8.90353E+12
Red Bull Global Variant 284,Red Bull,Dessert,Germany,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90688E+12
Coca-Cola Global Variant 285,Coca-Cola,Chips,Switzerland,Yes,EU,Artificial dye concerns,E129,Moderate,8.90384E+12
Ferrero Global Variant 286,Ferrero,Chips,Switzerland,Yes,Austria,Artificial color restrictions,E102,Moderate,8.9048E+12
Coca-Cola Global Variant 287,Coca-Cola,Dairy Drink,South Korea,Yes,EU,Titanium dioxide ban,E171,High,8.90036E+12
Coca-Cola Global Variant 288,Coca-Cola,Biscuits,South Korea,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90691E+12
Ferrero Global Variant 289,Ferrero,Instant Noodles,UK,Yes,None,None,E211,Moderate,8.9047E+12
PepsiCo Global Variant 290,PepsiCo,Energy Drink,USA,Yes,Austria,Artificial color restrictions,E102,Moderate,8.9036E+12
Red Bull Global Variant 291,Red Bull,Dessert,UK,Yes,None,None,E211,Moderate,8.90862E+12
Kellogg’s Global Variant 292,Kellogg’s,Dessert,Switzerland,Yes,None,None,E211,Moderate,8.90282E+12
Mondelez Global Variant 293,Mondelez,Chocolate,Japan,Yes,EU,Artificial color restrictions,E110,Moderate,8.90652E+12
PepsiCo Global Variant 294,PepsiCo,Candy,Italy,Yes,EU,Artificial color restrictions,E110,Moderate,8.9027E+12
Ferrero Global Variant 295,Ferrero,Energy Drink,Italy,Yes,Norway,Nitrite health concerns,E250,High,8.90474E+12
Red Bull Global Variant 296,Red Bull,Biscuits,Switzerland,Yes,Austria,Artificial color restrictions,E102,Moderate,8.90076E+12
Red Bull Global Variant 297,Red Bull,Chocolate,USA,Yes,EU,Artificial color restrictions,E110,Moderate,8.90435E+12
PepsiCo Global Variant 298,PepsiCo,Breakfast Cereal,USA,Yes,EU,Titanium dioxide ban,E171,High,8.90689E+12
Unilever Global Variant 299,Unilever,Dairy Drink,Germany,Yes,EU,Artificial dye concerns,E129,Moderate,8.90048E+12
Unilever Global Variant 300,Unilever,Breakfast Cereal,Japan,Yes,EU,Artificial dye concerns,E129,Moderate,8.90839E+12
